Title1,Title2,Description,EAN,Brand,Name,Year,Display_Type,Swiss_Made,Water_Resistance,Dial_Color,Hand_Colors,Case_Code,Diameter,Case_Thickness,Case_Material,Case_Shape,Case_Color,Back_Case_Material,Back_Case,Material_Crystal,Crown,Movement_Part_Nr,Movement_Brand,Swiss_Movement,Mechanism,Battery,Battery_URL,Battery_Life,Hackable,Skeletonized,Strap_Width,Strap_Material,Lug_Width,Band_Width_At_Clasp,Band_Color,Clasp_Type,Clasp_Color,Color_Stitching,Length_Band_At_12_Clock,Length_Band_At_6_Clock,Band_Sizing_By_HWG,Mount_Type,Straight_Strap_Mount,Suitable_For_Wrist_Size,Original_Strap,Image_Link,URL,Price_Range
Emporio Armani AR11570 Watch,Rose Gold Ladies Quartz Watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092225815,Emporio Armani,,2023 Fall / Winter,Analog,No,5 Bar (Shower),Brown,"Rose gold, Rose gold, Rose gold",AR11570,32 mm,7.5 mm,Stainless steel,Round,Rose gold,Stainless steel,Snap on,Mineral,Pull crown,2035 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,12 mm,Stainless steel,12 mm,14 mm,Rose gold,Butterfly clasp with push buttons,Rose gold,,,,Yes,Pushpins,Yes,145 mm - 190 mm,Strap Emporio Armani AAR11523,https://www.mastersintime.com/pictures/emporio-armani-ar11570-mia-15835958.jpg,https://www.mastersintime.com/emporio-armani-rose-gold-ladies-quartz-watch-ar11570.htm,$318.-
Emporio Armani AR11525 Watch,Ladies fashion quartz watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a leather band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092196368,Emporio Armani,,2022 Fall / Winter,Analog,No,5 Bar (Shower),Silver,"Rose gold, Rose gold, Rose gold",AR11525,32 mm,7.5 mm,Stainless steel,Round,Rose gold,Stainless steel,Snap on,Mineral,Pull crown,2035 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,12 mm,Leather,12 mm,10 mm,Brown,Buckle,Rose gold,,,,No,Pushpins,Yes,145 mm - 190 mm,Strap Emporio Armani AAR11525,https://www.mastersintime.com/pictures/emporio-armani-ar11525-mia-14695882.jpg,https://www.mastersintime.com/emporio-armani-ladies-fashion-quartz-watch-ar11525.htm,$235.-
Casio Edifice Classic  EFK-100D-3AER Watch,Stainless steel automatic watch with unique textured dial,This Casio Edifice watch has a case made of stainless steel with a diameter of 39 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Sapphire crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526409417,Casio Edifice,EFK-100,2025 Spring / Summer,Analog,No,10 Bar (Swim),Green,"Silver, Silver, Silver",EFK-100,39 mm,12.5 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Sapphire,Pull crown,5755 ( See specifications ),Casio,No,Mechanical Automatic,,,,Yes,No,21 mm,Stainless steel,12 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,No,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efk-100d-3aef-efk-100-18307646.jpg,https://www.mastersintime.com/casio-edifice-efk-100-stainless-steel-automatic-watch-with-unique-textured-dial-efk-100d-3aer.htm,$328.-
Emporio Armani AR11569 Watch,Two tone rose ladies quartz watch,This Emporio Armani watch has a case made of stainless steel with a diameter of 32 mm and is fitted with a stainless steel band. Inside the case lies a Miyota movement and the watch features a Mineral crystal. The watch is 5 ATM. This means the watch is suitable for showering. The watch comes with 2 Year Warranty. .,4064092225570,Emporio Armani,,2022 Fall / Winter,Analog,No,5 Bar (Shower),Mother of pearl,"Rose gold, Rose gold, Rose gold",AR11569,32 mm,7.5 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Mineral,Pull crown,2035 ( See specifications ) Download manual (English),Miyota,No,quartz,Renata R377 377 / SR626SW / SG4 Battery,,36 months,Yes,No,12 mm,Stainless steel,12 mm,13 mm,Bicolor rose,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,145 mm - 190 mm,Strap Emporio Armani AAR11567,https://www.mastersintime.com/pictures/emporio-armani-ar11569-mia-15835949.jpg,https://www.mastersintime.com/emporio-armani-two-tone-rose-ladies-quartz-watch-ar11569.htm,$318.-
Casio Edifice Classic  EFK-100D-2AER Watch,Stainless steel automatic watch with unique textured dial,This Casio Edifice watch has a case made of stainless steel with a diameter of 39 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Sapphire crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526409363,Casio Edifice,EFK-100,2025 Spring / Summer,Analog,No,10 Bar (Swim),Blue,"Silver, Silver, Silver",EFK-100,39 mm,12.5 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Sapphire,Pull crown,5755 ( See specifications ),Casio,No,Mechanical Automatic,,,,Yes,No,21 mm,Stainless steel,12 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,No,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efk-100d-2aef-efk-100-18307562.jpg,https://www.mastersintime.com/casio-edifice-efk-100-stainless-steel-automatic-watch-with-unique-textured-dial-efk-100d-2aer.htm,$328.-
Casio Edifice Classic  EFR-575L-7AEF Watch,Stainless steel quartz chronograph with date,This Casio Edifice watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a leather band. Inside the case lies a Casio movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526399039,Casio Edifice,Edifice Classic,2025 Spring / Summer,Analog,No,10 Bar (Swim),Ivory,"Silver, Silver, Orange",EFR-575L,41 mm,12.6 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,5344 ( See specifications ) Download manual (English),Casio,No,quartz,,,24 months,No,No,22 mm,Leather,22 mm,20 mm,Brown,Buckle,Silver,White,,,No,Pushpins,Yes,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efr-575l-7aef-edifice-classic-17737208.jpg,https://www.mastersintime.com/casio-edifice-edifice-classic-stainless-steel-quartz-chronograph-with-date-efr-575l-7aef.htm,$140.-
Casio Edifice Classic  EFR-539DE-8AVUEF Standard Chronograph Watch,Stainless steel quartz chronograph with date,This Casio Edifice watch has a case made of stainless steel with a diameter of 49.5 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526411939,Casio Edifice,Standard Chronograph,2025 Fall / Winter,Analog,No,10 Bar (Swim),Grey,"Silver, Silver, Silver",EFR-539DE,49.5 mm,11.7 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Screw crown,5345 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,24 months,Yes,No,27 mm,Stainless steel,16 mm,22 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,No,160 mm - 220 mm,Strap Casio Edifice 10473264,https://www.mastersintime.com/pictures/casio-edifice-efr-539de-8avuef-standard-chronograph-18457466.jpg,https://www.mastersintime.com/casio-edifice-standard-chronograph-stainless-steel-quartz-chronograph-with-date-efr-539de-8avuef.htm,$164.-
Casio Edifice Classic  EFV-620L-1AVUEF Big Face Chrono Watch,Large quartz chronograph,This Casio Edifice watch has a case made of stainless steel with a diameter of 50.5 mm and is fitted with a leather band. Inside the case lies a Casio movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with manufacturer's warranty. .,4549526312212,Casio Edifice,Big Face Chrono,2021 Fall / Winter,,No,10 Bar (Swim),Black,"White, White, White",EFV-620,50.5 mm,11.8 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,5579 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,24 mm,Leather,24 mm,20 mm,Black,Buckle,Silver,Black,,,No,Pushpins,Yes,165 mm - 225 mm,Strap Casio Edifice 10632510,https://www.mastersintime.com/pictures/casio-edifice-big-face-chrono-efv-620l-1avuef-13286349.jpg,https://www.mastersintime.com/casio-edifice-big-face-chrono-large-quartz-chronograph-efv-620l-1avuef.htm,$140.-
Casio Edifice Classic  EFR-S108D-1AVUEF Slim Line Watch,Stainless steel gents quartz watch with date,This Casio Edifice watch has a case made of stainless steel with a diameter of 39.9 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Sapphire crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526279522,Casio Edifice,Slim Line,2020 Fall / Winter,Analog,No,10 Bar (Swim),Black,"White, White, Gold",EFR-S108,39.9 mm,7.8 mm,Stainless steel,Round,Silver,Sapphire crystal,Snap on,Sapphire,Pull crown,5359 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R373 373 / SR916SW Battery,,36 months,Yes,No,22 mm,Stainless steel,16 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,No,160 mm - 210 mm,Strap Casio Edifice 10612662,https://www.mastersintime.com/pictures/casio-edifice-slim-line-efr-s108d-1avuef-11965216.jpg,https://www.mastersintime.com/casio-edifice-slim-line-stainless-steel-gents-quartz-watch-with-date-efr-s108d-1avuef.htm,$152.-
Casio Edifice Classic  EFR-575D-1AEF Watch,Stainless steel quartz chronograph with date,This Casio Edifice watch has a case made of stainless steel with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526398995,Casio Edifice,Edifice Classic,2025 Spring / Summer,Analog,No,10 Bar (Swim),Black,"Silver, Silver, Beige",EFR-575D,41 mm,12.6 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,5344 ( See specifications ) Download manual (English),Casio,No,quartz,,,24 months,No,No,22 mm,Stainless steel,22 mm,20 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efr-575d-1aef-edifice-classic-17737064.jpg,https://www.mastersintime.com/casio-edifice-edifice-classic-stainless-steel-quartz-chronograph-with-date-efr-575d-1aef.htm,$140.-
Casio Edifice Classic  EFK-100CD-1AER EFK-100 Forged Carbon Watch,,,4549526409318,Casio Edifice,EFK-100 Forged Carbon,2025 Spring / Summer,Analog,No,10 Bar (Swim),Anthracite,"Silver, Silver, Silver",EFK-100,39 mm,12.5 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Sapphire,Pull crown,5755 ( See specifications ),Casio,No,Mechanical Automatic,,,,Yes,No,21 mm,Stainless steel,12 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,No,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efk-100cd-1aef-efk-100-forged-carbon-18307508.jpg,https://www.mastersintime.com/casio-edifice-efk-100-forged-carbon-stainless-steel-automatic-watch-with-unique-carbon-dial-efk-100cd-1aer.htm,
Casio Edifice Classic  EFB-730D-7AVUEF Watch,Stainless steel gents quartz chronograph,This Casio Edifice watch has a case made of stainless steel with a diameter of 40 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Sapphire crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526382901,Casio Edifice,EFB-730,2024 Fall / Winter,Analog,No,10 Bar (Swim),Silver,"Silver, Silver, Silver",EFB-730,40 mm,11 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Sapphire,Pull crown,5742 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 210 mm,Strap Casio Edifice 10677269,https://www.mastersintime.com/pictures/casio-edifice-efb-730d-7avuef-efb-730-16595168.jpg,https://www.mastersintime.com/casio-edifice-efb-730-stainless-steel-gents-quartz-chronograph-efb-730d-7avuef.htm,$175.-
Casio Edifice Classic  EFR-S108DE-8AVUEF Slim Line Watch,Stainless steel quartz watch with sapphire crystal and date,This Casio Edifice watch has a case made of stainless steel with a diameter of 39.9 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Sapphire crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526411991,Casio Edifice,Slim Line,2025 Fall / Winter,Analog,No,10 Bar (Swim),Silver,"Silver, Silver, Silver",EFR-S108DE,39.9 mm,7.8 mm,Stainless steel,Round,Silver,Stainless steel,Snap on,Sapphire,Pull crown,5359 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R373 373 / SR916SW Battery,,36 months,Yes,No,22 mm,Stainless steel,16 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,No,150 mm - 220 mm,Strap Casio Edifice 10612662,https://www.mastersintime.com/pictures/casio-edifice-efr-s108de-8avuef-slim-line-18457100.jpg,https://www.mastersintime.com/casio-edifice-slim-line-stainless-steel-quartz-watch-with-sapphire-crystal-and-date-efr-s108de-8avuef.htm,$164.-
Casio Edifice Classic  EFV-160D-1AVEF Watch,Stainless steel quartz watch with date,This Casio Edifice watch has a case made of stainless steel with a diameter of 40 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Mineral crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526413018,Casio Edifice,EFV-160,2025 Fall / Winter,Analog,No,10 Bar (Swim),Black,"Silver, Silver, Silver",EFV-160,40 mm,10 mm,Stainless steel,Round,Silver,Stainless steel,Screwed case back,Mineral,Pull crown,5340 ( See specifications ) Download manual (English),Casio,No,quartz,Renata R371 371 / SR920SW / SG6 / AG6 Battery,,36 months,Yes,No,20 mm,Stainless steel,20 mm,18 mm,Silver,Deployment clasp with push buttons,Silver,,,,Yes,Pushpins,Yes,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efv-160d-1avef-efv-160-18457130.jpg,https://www.mastersintime.com/casio-edifice-efv-160-stainless-steel-quartz-watch-with-date-efv-160d-1avef.htm,$118.-
Casio Edifice Premium EFS-S650DC-1AEF Watch,Stainless steel solar quartz chronograph with ceramic bezel,This Casio Edifice watch has a case made of Stainless steel and carbon with a diameter of 41 mm and is fitted with a stainless steel band. Inside the case lies a Casio movement and the watch features a Sapphire crystal. The watch is 10 ATM. This means the watch is suitable for swimming. The watch comes with 2 Year Warranty. .,4549526407413,Casio Edifice,Premium,2025 Fall / Winter,Analog,No,10 Bar (Swim),Black,"Silver, Silver, Rose gold",EFS-S650,41 mm,12 mm,Stainless steel and carbon,Round,Black,Stainless steel,Screwed case back,Sapphire,Pull crown,5529 ( See specifications ) Download manual (English),Casio,No,Solar Quartz,Solar rechargeable battery,,5 months,Yes,No,23 mm,Stainless steel,12 mm,18 mm,Black,Deployment clasp with push buttons,Black,,,,Yes,Pushpins,No,160 mm - 220 mm,,https://www.mastersintime.com/pictures/casio-edifice-efs-s650dc-1aef-premium-18409457.jpg,https://www.mastersintime.com/casio-edifice-premium-stainless-steel-solar-quartz-chronograph-with-ceramic-bezel-efs-s650dc-1aef.htm,$305.-
